SD;X1;X2;x1_res;x2_res;y;f_calls;g_calls;CG;x1_res;x2_res;y;f_calls;g_calls;Newton;x1_res;x2_res;y;f_calls;g_calls
;-0,011902;-0,360912;0,000198;-0,000085;6,86702e-08; 223;7;;-0,000058;0,000216;4,08532e-08; 226;8;;0,000000;-0,000000;6,24108e-17; 73;2
;0,733482;0,665609;0,000053;-0,000104;1,09298e-08; 190;6;;0,000082;-0,000049;1,1846e-08; 196;7;;1,747552;-0,873776;0,298638; 150;4
;-0,848964;-0,934050;-0,000182;0,000278;9,28409e-08; 253;8;;-0,000232;0,000136;9,47835e-08; 133;5;;-1,747552;0,873776;0,298638; 195;5
;0,557085;0,327219;0,000028;-0,000055;3,00839e-09; 157;5;;0,000003;0,000032;1,11546e-09; 127;5;;0,000000;0,000000;1,59511e-16; 102;3
;-1,566881;-0,573443;-1,747262;0,872324;0,298641; 419;15;;-1,747554;0,873303;0,298639; 174;7;;-1,747552;0,873776;0,298638; 186;5
;1,831294;-1,492660;1,747824;-0,875249;0,298641; 386;14;;1,747552;-0,873761;0,298638; 231;9;;1,747552;-0,873776;0,298638; 109;3
;-1,326029;-0,007019;-1,747552;0,874910;0,29864; 365;13;;-1,747542;0,873879;0,298638; 293;11;;0,000000;-0,000000;6,58906e-15; 174;5
;-0,633747;-1,106052;-0,000263;0,000186;1,24305e-07; 259;8;;0,000003;-0,000002;1,10254e-11; 163;6;;-1,747552;0,873776;0,298638; 186;5
;-1,547716;-1,898434;-0,000039;0,000169;2,49535e-08; 327;10;;-0,000887;0,002193;4,43648e-06; 830;32;;-1,747552;0,873776;0,298638; 150;4
;-0,063295;-1,185400;-0,000041;-0,000341;1,34075e-07; 319;10;;0,000578;-0,000391;5,96038e-07; 166;6;;0,000000;-0,000000;1,43778e-14; 73;2
